VarDiscRet,BatchSize,VarRet,SamplesThisIter,ESSRenyi,AvgDiscRet,VarJ,delta,IterType,MaxVanillaIw,MinVanillaIw,MinNormIw,VarVanillaIw,AvgNormIw,VarNormIw,J,EpsThisIter,MaxNormIw,AvgEpLen,ESSClassic,Bound,AvgVanillaIw,VanillaAvgRet,AvgRet,renyi2
3615.0666183933386,100,3615.0666183933386,50000,73.56110250173805,48.57271445817556,2084.8738,0.1,1,34.884678,0.07739699,5.0361088e-08,0.08699083,6.511436e-07,3.6831178e-14,9170.652,8532,2.2698949e-05,5.860290670417252,49.512669457103165,19.170792,1.0007039,48.57271445817556,48.57271445817556,0.30705377
3044.4419181523467,100,3044.4419181523467,50000,43.52433118100327,47.139568935713065,1665.0161,0.1,1,45.908253,0.051907994,3.2939067e-08,0.14292167,6.35211e-07,5.7550895e-14,8918.079,8746,2.9131832e-05,5.716899153898925,51.75120241791098,28.519014,1.0010159,47.139568935713065,47.139568935713065,0.83185005
3758.275738092296,100,3758.275738092296,50000,40.25888213199579,49.44846549790215,911.62714,0.1,1,6.947734,0.24479145,1.6180978e-07,0.029592216,6.6090354e-07,1.2929876e-14,9085.66,8406,4.5925267e-06,5.948132286462051,47.521151082584204,11.899559,0.99983793,49.44846549790215,49.44846549790215,0.9098395
3437.680538556388,100,3437.680538556388,50000,30.71924026878925,49.13910211237766,2176.279,0.1,1,34.45775,0.0463055,3.038066e-08,0.13686149,6.574623e-07,5.8912897e-14,9391.449,8450,2.2607448e-05,5.9171597633136095,50.11905183962819,24.843777,1.0020887,49.13910211237766,49.13910211237766,1.180281
3885.1697477935486,100,3885.1697477935486,50000,26.136387783040334,49.7344690257577,1204.6687,0.1,1,15.551481,0.14745077,9.7945396e-08,0.042774446,6.640635e-07,1.8873749e-14,9211.432,8366,1.03302e-05,5.976571838393498,47.53625019947874,11.924877,0.9997068,49.7344690257577,49.7344690257577,1.3418417
4166.960337553935,100,4166.960337553935,50000,24.391986283787926,49.77517977364408,1289.8706,0.1,1,22.596909,0.18099158,1.202781e-07,0.041878805,6.645403e-07,1.8494842e-14,9224.768,8360,1.5016794e-05,5.980861244019139,47.738129775444804,14.824158,0.9999839,49.77517977364408,49.77517977364408,1.4109155
3544.9639182579153,100,3544.9639182579153,50000,15.067017864868776,48.82092951584319,1546.9159,0.1,1,44.783928,0.059380375,3.883123e-08,0.14345644,6.5390236e-07,6.134743e-14,9314.473,8496,2.9286024e-05,5.885122410546139,51.420532843822365,34.964096,0.9999419,48.82092951584319,48.82092951584319,1.892662
2954.5583364505997,100,2954.5583364505997,50000,10.184996048197133,47.401895210273935,1207.329,0.1,1,33.615395,0.045002207,2.8736128e-08,0.09874848,6.3812934e-07,4.0264223e-14,8876.539,8706,2.1465088e-05,5.743165632896853,50.18764475407925,31.773493,0.99934256,47.401895210273935,47.401895210273935,2.2842546
3721.915320027734,100,3721.915320027734,50000,7.748694751783364,49.66408023116212,1340.9285,0.1,1,35.12075,0.042757683,2.8349557e-08,0.10930109,6.632703e-07,4.8049496e-14,9375.824,8376,2.3286055e-05,5.969436485195797,48.438668838816035,32.209267,1.0003655,49.66408023116212,49.66408023116212,2.5576458
3644.226382821526,100,3644.226382821526,50000,4.957553932480788,49.964146379544474,1527.9603,0.1,1,33.728943,0.067630574,4.5029527e-08,0.12892807,6.666131e-07,5.7155276e-14,9460.67,8334,2.2457274e-05,5.999520038396928,47.95808486423001,30.853527,1.0011973,49.964146379544474,49.964146379544474,3.0042577
3620.9333407288314,100,3620.9333407288314,50000,3.5593873232944047,49.607238304817464,1065.1106,0.1,1,14.778091,0.09573892,6.346696e-08,0.077037305,6.62638e-07,3.3854738e-14,9286.371,8384,9.796649e-06,5.963740458015267,48.17420953826724,25.59102,0.99957883,49.607238304817464,49.607238304817464,3.3355818
4223.4572607784885,100,4223.4572607784885,50000,1.7453494510595542,50.66269079072059,1852.6041,0.1,1,39.69211,0.05243579,3.534326e-08,0.14320008,6.743814e-07,6.505804e-14,9742.945,8238,2.6753645e-05,6.069434328720563,48.62108858864958,33.501095,1.0005226,50.66269079072059,50.66269079072059,4.0482154
